Item_id,Item,Store ,suplier,suplier location ,quantity,Item sold,purchase price,total cost,sold price ,Discounts,total sales ,Date,Month Number,Month Name,Year,product feedback,other feedback
1389,Oranges,Grocery, Basfoods Direct , The Australian Capital Territory ,2487,2482, $11.80 ," $29,336.54 ", $12.75 , $-   ," $31,635.46 ",25/9/2021,12, December ,2021,strongly diagree,"there was an issue with my order, team resolve very quickly"
1390,Apples,Orchard, Kahvecioglu Grand Foods , NSW  ,1350,1345, $12.49 ," $16,860.11 ", $13.44 , $-   ," $18,075.42 ",26/9/2021,2, February ,2021,strongly diagree,I like your product 
1391,Bananas,Grocery, NSM Foods Direct to Public Outlet Store , Queensland ,552,547, $13.18 ," $7,276.46 ", $14.13 , $-   ," $7,730.20 ",27/9/2021,8, August ,2021,agree,bad quality 
1392,Lettuce,Market, Bera Foods Wholesalers , Tasmania ,1228,1223, $13.88 ," $17,038.50 ", $14.83 , $-   ," $18,130.98 ",28/9/2021,10, October ,2021,disagree,good quality 
1393,Tomatoes,Market, Royal Foods Australia Pty. Ltd. , Western Australia  ,1250,1245, $14.57 ," $18,210.02 ", $15.52 , $-   ," $19,319.93 ",29/9/2021,12, December ,2021,strongly agree,tasty 
1394,Oranges,Grocery, Real Food Distributors , South Australia  ,3801,3796, $15.26 ," $58,007.17 ", $16.21 , $-   ," $61,537.07 ",30/9/2021,4, April ,2021,strongly diagree,I like your product 
1395,Apples,Orchard, Quality Foods , NSW  ,1117.5,1112.5, $15.95 ," $17,828.64 ", $16.90 , $-   ," $18,805.75 ",1/10/2021,1, January ,2021,agree,I don't like this product 
1396,Bananas,Grocery, First Ray , Queensland ,2844,2839, $16.65 ," $47,344.24 ", $17.60 , $-   ," $49,958.05 ",2/10/2021,6, June ,2021,disagree,prodict not receive ontime
1397,Lettuce,Market, Mediterranean Wholesalers , Tasmania ,562,557, $3.00 ," $1,686.00 ", $3.95 , $-   ," $2,200.15 ",3/10/2021,9, September ,2021,Extremely Poor,receive ontime 
1398,Tomatoes,Market, Bruno Fine Foods , Western Australia  ,2299,2294, $2.00 ," $4,598.00 ", $2.95 , $-   ," $6,767.30 ",4/10/2021,10, October ,2021,strongly agree,I like your product 
1399,Squash,Market, Basfoods Direct - Somerton Store , South Australia  ,2030,2025, $1.50 ," $3,045.00 ", $2.45 , $-   ," $4,961.25 ",5/10/2021,11, November ,2021,strongly diagree,I don't like this product 
1400,Celery,Grocery, Glendal Foods , Northern Territory ,263,258, $1.75 , $460.25 , $2.70 , $-   , $696.60 ,6/10/2021,11, November ,2021,strongly diagree,product not receive ontime
1401,Cucumber,Market, Grocery Industries Australia Pty Ltd , The Australian Capital Territory ,887,882, $2.00 ," $1,774.00 ", $2.95 , $-   ," $2,601.90 ",7/10/2021,12, December ,2021,agree,receive ontime 
1402,Mushrooms,Grocery, Complete Food Services , NSW  ,980,975, $5.00 ," $4,900.00 ", $5.95 , $-   ," $5,801.25 ",8/10/2021,4, April ,2021,disagree,I like your product 
1403,Milk ,Home Delivery, Japan Foods Trading , Queensland ,1460,1455, $4.00 ," $5,840.00 ", $4.95 , $-   ," $7,202.25 ",9/10/2021,5, May ,2021,strongly agree,I don't like this product 
1404,Cheese,Home Delivery, Basfoods Direct , Tasmania ,1403,1398, $3.50 ," $4,910.50 ", $4.45 , $-   ," $6,221.10 ",10/10/2021,10, October ,2021,strongly diagree,product was very fresh thanks
1405,Eggs,Home Delivery, Kahvecioglu Grand Foods , Western Australia  ,2723,2718, $4.00 ," $10,892.00 ", $4.95 , $-   ," $13,454.10 ",11/10/2021,11, November ,2021,agree,product was notvery fresh thanks
1406,Cottage cheese,Home Delivery, NSM Foods Direct to Public Outlet Store , South Australia  ,1496,1491, $2.50 ," $3,740.00 ", $3.45 , $-   ," $5,143.95 ",12/10/2021,6, June ,2021,disagree,product was very fresh thanks
1407,Sour cream,Home Delivery, Bera Foods Wholesalers , Northern Territory ,2299,2294, $5.00 ," $11,495.00 ", $5.95 , $-   ," $13,649.30 ",13/10/2021,10, October ,2021,Extremely Poor,I like your product 
1408,Yogurt,Grocery, Grocery Industries Australia Pty Ltd , NSW  ,727,722, $11.00 ," $7,997.00 ", $11.95 , $-   ," $8,627.90 ",14/10/2021,10, October ,2021,strongly agree,I don't like this product 
1409,Beef,Market, Complete Food Services , Queensland ,952,947, $7.00 ," $6,664.00 ", $7.95 , $-   ," $7,528.65 ",15/10/2021,2, February ,2021,strongly diagree,product not receive ontime
1410,Wild Salmon,Fish Market, Japan Foods Trading , Tasmania ,2755,2750, $6.00 ," $16,530.00 ", $6.95 , $-   ," $19,112.50 ",16/10/2021,2, February ,2021,strongly diagree,receive ontime 
1411,Oranges,Grocery, Basfoods Direct , Western Australia  ,1530,1525, $4.25 ," $6,502.50 ", $5.20 , $-   ," $7,930.00 ",17/10/2021,5, May ,2021,agree,I like your product 
1412,Apples,Orchard, Kahvecioglu Grand Foods , South Australia  ,1496,1491, $12.00 ," $17,952.00 ", $12.95 , $-   ," $19,308.45 ",18/10/2021,6, June ,2021,disagree,I don't like this product 
1413,Bananas,Grocery, NSM Foods Direct to Public Outlet Store , Northern Territory ,1498,1493, $20.00 ," $29,960.00 ", $20.95 , $-   ," $31,278.35 ",19/10/2021,6, June ,2021,strongly agree,product was very fresh thanks
1414,Lettuce,Market, Bera Foods Wholesalers , The Australian Capital Territory ,1221,1216, $3.00 ," $3,663.00 ", $3.95 , $-   ," $4,803.20 ",20/10/2021,10, October ,2021,strongly diagree,product was notvery fresh thanks
1415,Tomatoes,Market, Grocery Industries Australia Pty Ltd , NSW  ,2076,2071, $2.00 ," $4,152.00 ", $2.95 , $-   ," $6,109.45 ",21/10/2021,10, October ,2021,agree,product was very fresh thanks
1416,Squash,Market, Complete Food Services , Queensland ,2844,2839, $1.50 ," $4,266.00 ", $2.45 , $-   ," $6,955.55 ",22/10/2021,6, June ,2021,disagree,product was not very fresh thanks
1417,Oranges,Grocery, Japan Foods Trading , Tasmania ,1498,1493, $1.75 ," $2,621.50 ", $2.70 , $-   ," $4,031.10 ",23/10/2021,6, June ,2021,Extremely Poor,prodict not receive ontime
1418,Apples,Orchard, Basfoods Direct , Western Australia  ,1221,1216, $2.00 ," $2,442.00 ", $2.95 , $-   ," $3,587.20 ",24/10/2021,10, October ,2021,strongly agree,customer service was very friendly 
1419,Bananas,Grocery, Grocery Industries Australia Pty Ltd , South Australia  ,1123,1118, $5.00 ," $5,615.00 ", $5.95 , $-   ," $6,652.10 ",25/10/2021,11, November ,2021,strongly diagree,no one response my email
1420,Lettuce,Market, Royal Foods Australia Pty. Ltd. , NSW  ,2436,2431, $4.00 ," $9,744.00 ", $4.95 , $-   ," $12,033.45 ",26/10/2021,12, December ,2021,strongly diagree,"there was an issue with my order, team resolve very quickly"
1421,Tomatoes,Market, Real Food Distributors , Queensland ,1987.5,1982.5, $3.50 ," $6,956.25 ", $4.45 , $-   ," $8,822.13 ",27/10/2021,1, January ,2021,agree,I like your product 
1422,Squash,Market, Quality Foods , Tasmania ,1679,1674, $4.00 ," $6,716.00 ", $4.95 , $-   ," $8,286.30 ",28/10/2021,9, September ,2021,disagree,bad quality 
1423,Celery,Grocery, First Ray , Western Australia  ,727,722, $2.50 ," $1,817.50 ", $3.45 , $-   ," $2,490.90 ",29/10/2021,10, October ,2021,strongly agree,good quality 
1424,Cucumber,Market, Mediterranean Wholesalers , South Australia  ,1403,1398, $5.00 ," $7,015.00 ", $5.95 , $-   ," $8,318.10 ",30/10/2021,10, October ,2021,strongly diagree,tasty 
1425,Mushrooms,Grocery, Bruno Fine Foods , NSW  ,2076,2071, $11.00 ," $22,836.00 ", $11.95 , $-   ," $24,748.45 ",31/10/2021,10, October ,2021,agree,I like your product 
1426,Milk ,Home Delivery, Basfoods Direct - Somerton Store , Queensland ,1757,1752, $7.00 ," $12,299.00 ", $7.95 , $-   ," $13,928.40 ",1/11/2021,10, October ,2021,disagree,I don't like this product 
1427,Cheese,Home Delivery, Glendal Foods , Tasmania ,2198,2193, $6.00 ," $13,188.00 ", $6.95 , $-   ," $15,241.35 ",2/11/2021,8, August ,2021,Extremely Poor,prodict not receive ontime
1428,Eggs,Home Delivery, Grocery Industries Australia Pty Ltd , Western Australia  ,1743,1738, $4.25 ," $7,407.75 ", $5.20 , $-   ," $9,037.60 ",3/11/2021,8, August ,2021,strongly agree,receive ontime 
1429,Cottage cheese,Home Delivery, Complete Food Services , South Australia  ,1153,1148, $12.00 ," $13,836.00 ", $12.95 , $-   ," $14,866.60 ",4/11/2021,10, October ,2021,strongly diagree,I like your product 
1430,Sour cream,Home Delivery, Japan Foods Trading , Northern Territory ,1757,1752, $20.00 ," $35,140.00 ", $20.95 , $-   ," $36,704.40 ",5/11/2021,10, October ,2021,strongly diagree,I don't like this product 
1431,Yogurt,Grocery, Basfoods Direct , The Australian Capital Territory ,1001,996, $20.00 ," $20,020.00 ", $20.95 , $-   ," $20,866.20 ",6/11/2021,8, August ,2021,agree,product not receive ontime
1432,Beef,Market, Kahvecioglu Grand Foods , Northern Territory ,1333,1328, $3.00 ," $3,999.00 ", $3.95 , $-   ," $5,245.60 ",7/11/2021,11, November ,2021,disagree,receive ontime 
1433,Wild Salmon,Fish Market, NSM Foods Direct to Public Outlet Store , The Australian Capital Territory ,1153,1148, $2.00 ," $2,306.00 ", $2.95 , $-   ," $3,386.60 ",8/11/2021,10, October ,2021,strongly agree,I like your product 
1434,Oranges,Grocery, Bera Foods Wholesalers , NSW  ,727,722, $1.50 ," $1,090.50 ", $2.45 , $-   ," $1,768.90 ",9/11/2021,2, February ,2021,strongly diagree,I don't like this product 
1435,Apples,Orchard, Grocery Industries Australia Pty Ltd , Queensland ,1884,1879, $1.75 ," $3,297.00 ", $2.70 , $-   ," $5,073.30 ",10/11/2021,8, August ,2021,agree,product was very fresh thanks
1436,Bananas,Grocery, Complete Food Services , Tasmania ,1834,1829, $2.00 ," $3,668.00 ", $2.95 , $-   ," $5,395.55 ",11/11/2021,9, September ,2021,disagree,product was notvery fresh thanks
1437,Lettuce,Market, Japan Foods Trading , Western Australia  ,2340,2335, $5.00 ," $11,700.00 ", $5.95 , $-   ," $13,893.25 ",12/11/2021,1, January ,2021,Extremely Poor,I like your product 
1438,Tomatoes,Market, Basfoods Direct , South Australia  ,2342,2337, $4.00 ," $9,368.00 ", $4.95 , $-   ," $11,568.15 ",13/11/2021,11, November ,2021,strongly agree,I don't like this product 
1439,Squash,Market, Kahvecioglu Grand Foods , Northern Territory ,1031,1026, $3.50 ," $3,608.50 ", $4.45 , $-   ," $4,565.70 ",14/11/2021,9, September ,2021,strongly diagree,product not receive ontime
1440,Oranges,Grocery, NSM Foods Direct to Public Outlet Store , NSW  ,1262,1257, $4.00 ," $5,048.00 ", $4.95 , $-   ," $6,222.15 ",15/11/2021,5, May ,2021,strongly diagree,receive ontime 
1441,Apples,Orchard, Bera Foods Wholesalers , Queensland ,1135,1130, $2.50 ," $2,837.50 ", $3.45 , $-   ," $3,898.50 ",16/11/2021,6, June ,2021,agree,I like your product 
1442,Oranges,Grocery, Grocery Industries Australia Pty Ltd , Tasmania ,547,542, $5.00 ," $2,735.00 ", $5.95 , $-   ," $3,224.90 ",17/11/2021,11, November ,2021,disagree,I don't like this product 
1443,Apples,Orchard, Complete Food Services , Western Australia  ,1582,1577, $11.00 ," $17,402.00 ", $11.95 , $-   ," $18,845.15 ",18/11/2021,12, December ,2021,strongly agree,product was very fresh thanks
1444,Bananas,Grocery, Japan Foods Trading , South Australia  ,1738.5,1733.5, $7.00 ," $12,169.50 ", $7.95 , $-   ," $13,781.33 ",19/11/2021,4, April ,2021,strongly diagree,product was notvery fresh thanks
1445,Lettuce,Market, Basfoods Direct , Northern Territory ,2215,2210, $6.00 ," $13,290.00 ", $6.95 , $-   ," $15,359.50 ",20/11/2021,9, September ,2021,agree,product was very fresh thanks
1446,Tomatoes,Market, Grocery Industries Australia Pty Ltd , The Australian Capital Territory ,1582,1577, $4.25 ," $6,723.50 ", $5.20 , $-   ," $8,200.40 ",21/11/2021,12, December ,2021,disagree,product was not very fresh thanks
1447,Squash,Market, Royal Foods Australia Pty. Ltd. , NSW  ,1135,1130, $12.00 ," $13,620.00 ", $12.95 , $-   ," $14,633.50 ",22/11/2021,6, June ,2021,Extremely Poor,prodict not receive ontime
1448,Celery,Grocery, Real Food Distributors , Queensland ,1761,1756, $20.00 ," $35,220.00 ", $20.95 , $-   ," $36,788.20 ",23/11/2021,3, March ,2021,strongly agree,customer service was very friendly 
1449,Cucumber,Market, Quality Foods , Tasmania ,448,443, $3.00 ," $1,344.00 ", $3.95 , $-   ," $1,749.85 ",24/11/2021,6, June ,2021,strongly diagree,no one response my email
1450,Mushrooms,Grocery, First Ray , Western Australia  ,2181,2176, $2.00 ," $4,362.00 ", $2.95 , $-   ," $6,419.20 ",25/11/2021,10, October ,2021,strongly diagree,"there was an issue with my order, team resolve very quickly"
1451,Milk ,Home Delivery, Mediterranean Wholesalers , South Australia  ,1976,1971, $1.50 ," $2,964.00 ", $2.45 , $-   ," $4,828.95 ",26/11/2021,10, October ,2021,agree,I like your product 
1452,Cheese,Home Delivery, Bruno Fine Foods , Northern Territory ,2181,2176, $1.75 ," $3,816.75 ", $2.70 , $-   ," $5,875.20 ",27/11/2021,10, October ,2021,disagree,bad quality 
1453,Eggs,Home Delivery, Basfoods Direct - Somerton Store , NSW  ,2500,2495, $2.00 ," $5,000.00 ", $2.95 , $-   ," $7,360.25 ",28/11/2021,11, November ,2021,strongly agree,good quality 
1454,Cottage cheese,Home Delivery, Glendal Foods , Queensland ,1702,1697, $5.00 ," $8,510.00 ", $5.95 , $-   ," $10,097.15 ",29/11/2021,5, May ,2021,strongly diagree,tasty 
1455,Sour cream,Home Delivery, Grocery Industries Australia Pty Ltd , Tasmania ,448,443, $4.00 ," $1,792.00 ", $4.95 , $-   ," $2,192.85 ",30/11/2021,6, June ,2021,agree,I like your product 
1456,Yogurt,Grocery, Complete Food Services , Western Australia  ,3513,3508, $3.50 ," $12,295.50 ", $4.45 , $-   ," $15,610.60 ",1/12/2021,7, July ,2021,disagree,I don't like this product 
1457,Beef,Market, Japan Foods Trading , South Australia  ,2101,2096, $4.00 ," $8,404.00 ", $4.95 , $-   ," $10,375.20 ",2/12/2021,8, August ,2021,Extremely Poor,prodict not receive ontime
1458,Wild Salmon,Fish Market, Basfoods Direct , Northern Territory ,2931,2926, $2.50 ," $7,327.50 ", $3.45 , $-   ," $10,094.70 ",3/12/2021,9, September ,2021,strongly agree,receive ontime 
1459,Oranges,Grocery, Kahvecioglu Grand Foods , The Australian Capital Territory ,1535,1530, $5.00 ," $7,675.00 ", $5.95 , $-   ," $9,103.50 ",4/12/2021,9, September ,2021,strongly diagree,I like your product 
1460,Apples,Orchard, NSM Foods Direct to Public Outlet Store , NSW  ,1123,1118, $11.00 ," $12,353.00 ", $11.95 , $-   ," $13,360.10 ",5/12/2021,9, September ,2021,strongly diagree,I don't like this product 
1461,Bananas,Grocery, Bera Foods Wholesalers , Queensland ,1404,1399, $7.00 ," $9,828.00 ", $7.95 , $-   ," $11,122.05 ",6/12/2021,11, November ,2021,agree,product not receive ontime
1462,Lettuce,Market, Grocery Industries Australia Pty Ltd , Tasmania ,2763,2758, $6.00 ," $16,578.00 ", $6.95 , $-   ," $19,168.10 ",7/12/2021,11, November ,2021,disagree,receive ontime 
1463,Tomatoes,Market, Complete Food Services , Western Australia  ,2125,2120, $4.25 ," $9,031.25 ", $5.20 , $-   ," $11,024.00 ",8/12/2021,12, December ,2021,strongly agree,I like your product 
1464,Squash,Market, Japan Foods Trading , South Australia  ,1659,1654, $12.00 ," $19,908.00 ", $12.95 , $-   ," $21,419.30 ",9/12/2021,7, July ,2021,strongly diagree,I don't like this product 
1465,Oranges,Grocery, Basfoods Direct , NSW  ,609,604, $20.00 ," $12,180.00 ", $20.95 , $-   ," $12,653.80 ",10/12/2021,8, August ,2021,agree,product was very fresh thanks
1466,Apples,Orchard, Kahvecioglu Grand Foods , Queensland ,2087,2082, $3.00 ," $6,261.00 ", $3.95 , $-   ," $8,223.90 ",11/12/2021,9, September ,2021,disagree,product was notvery fresh thanks
1467,Bananas,Grocery, NSM Foods Direct to Public Outlet Store , Tasmania ,1976,1971, $2.00 ," $3,952.00 ", $2.95 , $-   ," $5,814.45 ",12/12/2021,10, October ,2021,Extremely Poor,product was very fresh thanks
1468,Lettuce,Market, Bera Foods Wholesalers , Western Australia  ,1421,1416, $1.50 ," $2,131.50 ", $2.45 , $-   ," $3,469.20 ",13/12/2021,12, December ,2021,strongly agree,I like your product 
1469,Tomatoes,Market, Grocery Industries Australia Pty Ltd , South Australia  ,1372,1367, $1.75 ," $2,401.00 ", $2.70 , $-   ," $3,690.90 ",14/12/2021,12, December ,2021,strongly diagree,I don't like this product 
1470,Squash,Market, Complete Food Services , NSW  ,588,583, $2.00 ," $1,176.00 ", $2.95 , $-   ," $1,719.85 ",15/12/2021,12, December ,2021,strongly diagree,product not receive ontime
1471,Celery,Grocery, Japan Foods Trading , Queensland ,3244.5,3239.5, $5.00 ," $16,222.50 ", $5.95 , $-   ," $19,275.03 ",16/12/2021,1, January ,2021,agree,receive ontime 
1472,Cucumber,Market, Basfoods Direct , Tasmania ,959,954, $4.00 ," $3,836.00 ", $4.95 , $-   ," $4,722.30 ",17/12/2021,2, February ,2021,disagree,I like your product 
1473,Mushrooms,Grocery, Grocery Industries Australia Pty Ltd , Western Australia  ,2747,2742, $3.50 ," $9,614.50 ", $4.45 , $-   ," $12,201.90 ",18/12/2021,2, February ,2021,strongly agree,I don't like this product 
1474,Milk ,Home Delivery, Complete Food Services , South Australia  ,1645,1640, $4.00 ," $6,580.00 ", $4.95 , $-   ," $8,118.00 ",19/12/2021,5, May ,2021,strongly diagree,product was very fresh thanks
1475,Cheese,Home Delivery, Japan Foods Trading , Northern Territory ,2876,2871, $2.50 ," $7,190.00 ", $3.45 , $-   ," $9,904.95 ",20/12/2021,9, September ,2021,agree,product was notvery fresh thanks
1476,Eggs,Home Delivery, Basfoods Direct , The Australian Capital Territory ,994,989, $5.00 ," $4,970.00 ", $5.95 , $-   ," $5,884.55 ",21/12/2021,9, September ,2021,disagree,product was very fresh thanks
1477,Cottage cheese,Home Delivery, Kahvecioglu Grand Foods , Northern Territory ,1118,1113, $11.00 ," $12,298.00 ", $11.95 , $-   ," $13,300.35 ",22/12/2021,11, November ,2021,Extremely Poor,product was not very fresh thanks
1478,Sour cream,Home Delivery, NSM Foods Direct to Public Outlet Store , The Australian Capital Territory ,1372,1367, $7.00 ," $9,604.00 ", $7.95 , $-   ," $10,867.65 ",23/12/2021,12, December ,2021,strongly agree,prodict not receive ontime
1479,Yogurt,Grocery, Royal Foods Australia Pty. Ltd. , NSW  ,488,483, $6.00 ," $2,928.00 ", $6.95 , $-   ," $3,356.85 ",24/12/2021,2, February ,2021,strongly diagree,customer service was very friendly 
1480,Beef,Market, Real Food Distributors , Queensland ,1282,1277, $4.25 ," $5,448.50 ", $5.20 , $-   ," $6,640.40 ",25/12/2021,6, June ,2021,strongly diagree,no one response my email
1481,Wild Salmon,Fish Market, Quality Foods , Tasmania ,257,252, $12.00 ," $3,084.00 ", $12.95 , $-   ," $3,263.40 ",26/12/2021,5, May ,2021,agree,"there was an issue with my order, team resolve very quickly"
1482,Oranges,Grocery, First Ray , Western Australia  ,1282,1277, $20.00 ," $25,640.00 ", $20.95 , $-   ," $26,753.15 ",27/12/2021,6, June ,2021,disagree,I like your product 
1483,Apples,Orchard, Mediterranean Wholesalers , South Australia  ,1540,1535, $3.00 ," $4,620.00 ", $3.95 , $-   ," $6,063.25 ",28/12/2021,8, August ,2021,strongly agree,bad quality 
1484,Bananas,Grocery, Bruno Fine Foods , Northern Territory ,490,485, $2.00 , $980.00 , $2.95 , $-   ," $1,430.75 ",29/12/2021,11, November ,2021,strongly diagree,good quality 
1485,Lettuce,Market, Basfoods Direct - Somerton Store , NSW  ,1362,1357, $1.50 ," $2,043.00 ", $2.45 , $-   ," $3,324.65 ",30/12/2021,12, December ,2021,agree,tasty 
1486,Tomatoes,Market, Glendal Foods , Queensland ,2501,2496, $1.75 ," $4,376.75 ", $2.70 , $-   ," $6,739.20 ",31/12/2021,3, March ,2021,disagree,I like your product 
1487,Squash,Market, Grocery Industries Australia Pty Ltd , Tasmania ,708,703, $2.00 ," $1,416.00 ", $2.95 , $-   ," $2,073.85 ",1/1/2022,6, June ,2021,Extremely Poor,I don't like this product 
1488,Oranges,Grocery, Complete Food Services , Western Australia  ,645,640, $5.00 ," $3,225.00 ", $5.95 , $-   ," $3,808.00 ",2/1/2022,7, July ,2021,strongly agree,prodict not receive ontime
1489,Apples,Orchard, Japan Foods Trading , South Australia  ,1562,1557, $4.00 ," $6,248.00 ", $4.95 , $-   ," $7,707.15 ",3/1/2022,8, August ,2021,strongly diagree,receive ontime 
1490,Bananas,Grocery, Basfoods Direct , Northern Territory ,1283,1278, $3.50 ," $4,490.50 ", $4.45 , $-   ," $5,687.10 ",4/1/2022,9, September ,2021,strongly diagree,I like your product 
1491,Oranges,Grocery, Kahvecioglu Grand Foods , The Australian Capital Territory ,711,706, $4.00 ," $2,844.00 ", $4.95 , $-   ," $3,494.70 ",5/1/2022,12, December ,2021,agree,I don't like this product 
1492,Apples,Orchard, NSM Foods Direct to Public Outlet Store , NSW  ,1114,1109, $2.50 ," $2,785.00 ", $3.45 , $-   ," $3,826.05 ",6/1/2022,3, March ,2021,disagree,product not receive ontime
1493,Bananas,Grocery, Bera Foods Wholesalers , Queensland ,1259,1254, $5.00 ," $6,295.00 ", $5.95 , $-   ," $7,461.30 ",7/1/2022,4, April ,2021,strongly agree,receive ontime 
1494,Lettuce,Market, Grocery Industries Australia Pty Ltd , Tasmania ,1095,1090, $11.00 ," $12,045.00 ", $11.95 , $-   ," $13,025.50 ",8/1/2022,5, May ,2021,strongly diagree,I like your product 
1495,Tomatoes,Market, Complete Food Services , Western Australia  ,1366,1361, $7.00 ," $9,562.00 ", $7.95 , $-   ," $10,819.95 ",9/1/2022,6, June ,2021,agree,I don't like this product 
1496,Squash,Market, Japan Foods Trading , South Australia  ,2460,2455, $6.00 ," $14,760.00 ", $6.95 , $-   ," $17,062.25 ",10/1/2022,6, June ,2021,disagree,product was very fresh thanks
1497,Celery,Grocery, Basfoods Direct , Northern Territory ,678,673, $4.25 ," $2,881.50 ", $5.20 , $-   ," $3,499.60 ",11/1/2022,8, August ,2021,Extremely Poor,product was notvery fresh thanks
1498,Cucumber,Market, Kahvecioglu Grand Foods , NSW  ,1598,1593, $12.00 ," $19,176.00 ", $12.95 , $-   ," $20,629.35 ",12/1/2022,8, August ,2021,strongly agree,product was very fresh thanks
1499,Mushrooms,Grocery, NSM Foods Direct to Public Outlet Store , Queensland ,2409,2404, $20.00 ," $48,180.00 ", $20.95 , $-   ," $50,363.80 ",13/1/2022,9, September ,2021,strongly diagree,I like your product 
1500,Milk ,Home Delivery, Bera Foods Wholesalers , Tasmania ,1934,1929, $3.00 ," $5,802.00 ", $3.95 , $-   ," $7,619.55 ",14/1/2022,9, September ,2021,strongly diagree,I don't like this product 
1501,Cheese,Home Delivery, Grocery Industries Australia Pty Ltd , Western Australia  ,2993,2988, $2.00 ," $5,986.00 ", $2.95 , $-   ," $8,814.60 ",15/1/2022,9, September ,2021,agree,product not receive ontime
1502,Eggs,Home Delivery, Complete Food Services , South Australia  ,2146,2141, $1.50 ," $3,219.00 ", $2.45 , $-   ," $5,245.45 ",16/1/2022,11, November ,2021,disagree,receive ontime 
1503,Cottage cheese,Home Delivery, Japan Foods Trading , Northern Territory ,1946,1941, $1.75 ," $3,405.50 ", $2.70 , $-   ," $5,240.70 ",17/1/2022,12, December ,2021,strongly agree,I like your product 
1504,Sour cream,Home Delivery, Basfoods Direct , The Australian Capital Territory ,1362,1357, $2.00 ," $2,724.00 ", $2.95 , $-   ," $4,003.15 ",18/1/2022,12, December ,2021,strongly diagree,I don't like this product 
1505,Yogurt,Grocery, Grocery Industries Australia Pty Ltd , NSW  ,598,593, $5.00 ," $2,990.00 ", $5.95 , $-   ," $3,528.35 ",19/1/2022,3, March ,2021,agree,product was very fresh thanks
1506,Beef,Market, Complete Food Services , Queensland ,2907,2902, $4.00 ," $11,628.00 ", $4.95 , $-   ," $14,364.90 ",20/1/2022,6, June ,2021,disagree,product was notvery fresh thanks
1507,Wild Salmon,Fish Market, Royal Foods Australia Pty. Ltd. , Tasmania ,2338,2333, $3.50 ," $8,183.00 ", $4.45 , $-   ," $10,381.85 ",21/1/2022,6, June ,2021,Extremely Poor,product was very fresh thanks
1508,Oranges,Grocery, Real Food Distributors , Western Australia  ,386,381, $4.00 ," $1,544.00 ", $4.95 , $-   ," $1,885.95 ",22/1/2022,11, November ,2021,strongly agree,product was not very fresh thanks
1509,Apples,Orchard, Quality Foods , South Australia  ,635,630, $2.50 ," $1,587.50 ", $3.45 , $-   ," $2,173.50 ",23/1/2022,12, December ,2021,strongly diagree,prodict not receive ontime
1510,Bananas,Grocery, First Ray , NSW  ,574.5,569.5, $5.00 ," $2,872.50 ", $5.95 , $-   ," $3,388.53 ",24/1/2022,4, April ,2021,strongly diagree,customer service was very friendly 
1511,Lettuce,Market, Mediterranean Wholesalers , Queensland ,2338,2333, $11.00 ," $25,718.00 ", $11.95 , $-   ," $27,879.35 ",25/1/2022,6, June ,2021,agree,no one response my email
1512,Tomatoes,Market, Bruno Fine Foods , Tasmania ,381,376, $7.00 ," $2,667.00 ", $7.95 , $-   ," $2,989.20 ",26/1/2022,8, August ,2021,disagree,"there was an issue with my order, team resolve very quickly"
1513,Squash,Market, Basfoods Direct - Somerton Store , Western Australia  ,422,417, $6.00 ," $2,532.00 ", $6.95 , $-   ," $2,898.15 ",27/1/2022,8, August ,2021,strongly agree,I like your product 
1514,Oranges,Grocery, Glendal Foods , South Australia  ,2134,2129, $4.25 ," $9,069.50 ", $5.20 , $-   ," $11,070.80 ",28/1/2022,9, September ,2021,strongly diagree,bad quality 
1515,Apples,Orchard, Grocery Industries Australia Pty Ltd , NSW  ,808,803, $12.00 ," $9,696.00 ", $12.95 , $-   ," $10,398.85 ",29/1/2022,12, December ,2021,agree,good quality 
1516,Oranges,Grocery, Complete Food Services , Queensland ,708,703, $20.00 ," $14,160.00 ", $20.95 , $-   ," $14,727.85 ",30/1/2022,6, June ,2021,disagree,tasty 
1517,Apples,Orchard, Japan Foods Trading , Tasmania ,2907,2902, $3.00 ," $8,721.00 ", $3.95 , $-   ," $11,462.90 ",31/1/2022,6, June ,2021,Extremely Poor,I like your product 
1518,Bananas,Grocery, Basfoods Direct , Western Australia  ,1366,1361, $2.00 ," $2,732.00 ", $2.95 , $-   ," $4,014.95 ",1/2/2022,6, June ,2021,strongly agree,I don't like this product 
1519,Lettuce,Market, Kahvecioglu Grand Foods , South Australia  ,2460,2455, $1.50 ," $3,690.00 ", $2.45 , $-   ," $6,014.75 ",2/2/2022,6, June ,2021,strongly diagree,prodict not receive ontime
1520,Tomatoes,Market, NSM Foods Direct to Public Outlet Store , Northern Territory ,1520,1515, $1.75 ," $2,660.00 ", $2.70 , $-   ," $4,090.50 ",3/2/2022,11, November ,2021,strongly diagree,receive ontime 
1521,Squash,Market, Bera Foods Wholesalers , The Australian Capital Territory ,711,706, $2.00 ," $1,422.00 ", $2.95 , $-   ," $2,082.70 ",4/2/2022,12, December ,2021,agree,I like your product 
1522,Celery,Grocery, Grocery Industries Australia Pty Ltd , Northern Territory ,1375,1370, $5.00 ," $6,875.00 ", $5.95 , $-   ," $8,151.50 ",5/2/2022,12, December ,2021,disagree,I don't like this product 
